Number of iterations:	 1	 Error:	 0.000000
Number of iterations:	 2	 Error:	 0.000000
Number of iterations:	 3	 Error:	 0.000000
Number of iterations:	 4	 Error:	 0.000000
Number of iterations:	 5	 Error:	 0.000000
Number of iterations:	 6	 Error:	 0.000000
Number of iterations:	 7	 Error:	 0.000000
Number of iterations:	 8	 Error:	 0.000000
Number of iterations:	 9	 Error:	 0.000000
Number of iterations:	 10	 Error:	 0.000000
Number of iterations:	 11	 Error:	 0.000001
Number of iterations:	 12	 Error:	 0.000117
Number of iterations:	 13	 Error:	 0.002740
Number of iterations:	 14	 Error:	 0.024168
Number of iterations:	 15	 Error:	 0.094696
Number of iterations:	 16	 Error:	 0.161062
Number of iterations:	 17	 Error:	 0.162304
Number of iterations:	 18	 Error:	 0.165452
Number of iterations:	 19	 Error:	 0.159842
Number of iterations:	 20	 Error:	 0.169033
Number of iterations:	 21	 Error:	 0.173481
Number of iterations:	 22	 Error:	 0.169038
Number of iterations:	 23	 Error:	 0.157040
Number of iterations:	 24	 Error:	 0.146041
Number of iterations:	 25	 Error:	 0.135937
Number of iterations:	 26	 Error:	 0.126641
Number of iterations:	 27	 Error:	 0.118073
Number of iterations:	 28	 Error:	 0.110165
Number of iterations:	 29	 Error:	 0.102855
Number of iterations:	 30	 Error:	 0.096091
Number of iterations:	 31	 Error:	 0.089824
Number of iterations:	 32	 Error:	 0.084012
Number of iterations:	 33	 Error:	 0.078616
Number of iterations:	 34	 Error:	 0.073602
Number of iterations:	 35	 Error:	 0.068939
Number of iterations:	 36	 Error:	 0.064599
Number of iterations:	 37	 Error:	 0.073813
Number of iterations:	 38	 Error:	 0.074308
Number of iterations:	 39	 Error:	 0.074712
Number of iterations:	 40	 Error:	 0.067840
Number of iterations:	 41	 Error:	 0.070012
Number of iterations:	 42	 Error:	 0.070172
Number of iterations:	 43	 Error:	 0.066642
Number of iterations:	 44	 Error:	 0.064402
Number of iterations:	 45	 Error:	 0.063568
Number of iterations:	 46	 Error:	 0.060555
Number of iterations:	 47	 Error:	 0.055763
Number of iterations:	 48	 Error:	 0.049707
Number of iterations:	 49	 Error:	 0.048151
Number of iterations:	 50	 Error:	 0.046158
Number of iterations:	 51	 Error:	 0.041996
Number of iterations:	 52	 Error:	 0.036447
Number of iterations:	 53	 Error:	 0.030922
Number of iterations:	 54	 Error:	 0.028874
Number of iterations:	 55	 Error:	 0.025948
Number of iterations:	 56	 Error:	 0.025856
Number of iterations:	 57	 Error:	 0.024932
Number of iterations:	 58	 Error:	 0.022575
Number of iterations:	 59	 Error:	 0.021118
Number of iterations:	 60	 Error:	 0.019755
